Carol Jimenez,,invalid,"{""monthly"": 82431}",a,Yes,001,West Sean,Svalbard & Jan Mayen Islands,,F,+1-209-897-6130x87341,,married,,Hydrologist,Python,R,1,
Amy Fisher,,invalid,"{""monthly"": 75717}",B,no,001,Allenfurt,China,False,,(837)949-6997,,,employed,Solicitor,Excel,PowerBI,5,
Rachel Williams,,,105987,A,Y,abc,Lake Sarah,Fiji,,M,105.336.2305,,married,,General practice doctor,,Tableau,10,Coleman-Johnson
Patrick Berry,28,"Jan 11, 2024","{""monthly"": 134269}",C,Yes,002,Lake Susanborough,Kazakhstan,,Other,001-752-185-8762x565,,,,Higher education careers adviser,Excel,R,4,
Michael Noble,,invalid,"{""monthly"": 56261}",,Yes,002,Port Kevin,Ukraine,,M,988.623.6184x2258,,,,Computer games developer,,R,7,"Martin, Ware and Villanueva"
John Kidd,,,"{""monthly"": 89060}",a,0,003,New Victoriaberg,Cuba,False,,354.276.0823x1383,,,,Further education lecturer,,Tableau,5,"Fletcher, Patel and Herrera"
Steven Potter,,"Apr 14, 2024","{""monthly"": 57376}",,no,,South Michaelmouth,Honduras,True,,001-477-143-9456x148,,married,,Event organiser,Python,PowerBI,6,
Rebecca Howard,49,"May 15, 2024","{""monthly"": 45407}",unknown,1,001,Sheltonton,Armenia,,,3347834165,,,,"Nurse, adult",,,8,
Steve Patel,,,"{""monthly"": 27277}",B,No,,Natashaburgh,Finland,,F,144-531-4116x2325,,single,,Web designer,,R,6,
Julia Benson,18,"Jan 18, 2023","{""monthly"": 140999}",,,,South Heather,Ukraine,False,,864.490.3632x53191,,,,Insurance claims handler,,,2,Hendrix Inc
Andrew Miller,,05-10-2024,"{""monthly"": 27506}",B,no,003,Rogerstown,Croatia,,Other,(737)453-0039x13048,,married,,"Civil engineer, consulting",,R,7,
Kevin Lowe,,invalid,"{""monthly"": 83712}",A,Yes,001,Edwardton,Nauru,,M,(213)814-3404x2584,,married,unemployed,Biomedical scientist,,Tableau,8,
Maria Mitchell,,invalid,65779,unknown,no,002,Conleyview,Denmark,,,8874352128,millerdavid@yahoo.com,married,,Child psychotherapist,,,6,
Ashley Trujillo,63,2023/12/29,"{""monthly"": 21400}",B,,002,West Steven,Philippines,,Other,+1-023-688-0320x1367,steven28@gmail.com,,employed,Metallurgist,Python,,8,
Patrick Liu,,invalid,"{""monthly"": 34945}",c,N,abc,North Jade,Sao Tome and Principe,False,Other,001-187-783-9764,,single,unemployed,Armed forces technical officer,Python,PowerBI,3,"Hall, Mueller and Wilson"
Natasha Perez,25,"Feb 11, 2025","{""monthly"": 138909}",unknown,1,,Port Marissa,Suriname,False,,001-605-092-1148x0464,,,unemployed,"Scientist, forensic",,,10,
Diana Huffman MD,53,invalid,"{""monthly"": 54046}",c,0,,Mooreport,Nepal,True,Other,(777)862-4399,brandondavis@gmail.com,,unemployed,Chemical engineer,SQL,,8,
Kathleen Avila,,invalid,"{""monthly"": 113955}",,0,002,Lake Veronica,Burkina Faso,True,,118.982.3627x8214,josephthomas@hotmail.com,married,freelancer,"Engineer, mining",Excel,R,3,
Mark Rogers,36,invalid,"{""monthly"": 134843}",,,001,Lake Richard,Malaysia,True,Other,001-448-753-5112x350,,,,Administrator,Excel,,8,
Robert Clark,45,2024/01/02,"{""monthly"": 13449}",,Y,003,North Markhaven,Gibraltar,True,,001-106-666-8412x722,ryan16@hotmail.com,married,unemployed,Careers adviser,,R,9,
Ryan Sanchez,45,,"{""monthly"": 59164}",a,yes,,Murphyshire,Thailand,,,(137)983-9793x85722,,married,freelancer,Soil scientist,Python,R,9,Campbell PLC
Laura Rose DDS,,15-08-2022,"{""monthly"": 112897}",A,Y,,Alexisshire,Rwanda,False,F,252-425-8184x777,andersoncourtney@holden-villegas.org,married,freelancer,"Radiographer, therapeutic",SQL,,7,
Amber Li,,"Feb 20, 2023","{""monthly"": 103349}",,Yes,,West Bradleytown,Mozambique,True,,935-963-5227,,,freelancer,Plant breeder/geneticist,,,5,
Cheryl Thomas,,26-10-2022,125179,c,Yes,,North Davidchester,Liechtenstein,,F,001-545-180-9441x7744,,married,,Exhibition designer,Python,R,4,Meyer-Johnson
Kristen Casey,,2022/10/23,"{""monthly"": 132228}",c,yes,001,Karenchester,Guernsey,True,,396.505.6249,parkerkristina@morgan.com,single,unemployed,"Therapist, speech and language",,,0,Lewis PLC
Kimberly Clark,,2023/06/30,84132,C,Y,001,Markburgh,Kenya,,Other,560-534-0463,johnsonjohnathan@henry.com,,unemployed,"Civil engineer, consulting",Excel,,10,Thomas-Lee
Lauren Woods,,2023/05/06,"{""monthly"": 28907}",B,yes,002,Lake Robertostad,Malawi,,M,865.525.9925x55006,myersmichelle@gmail.com,married,,Charity fundraiser,,PowerBI,0,
Dawn Ware,39,invalid,"{""monthly"": 130226}",B,No,abc,Elizabethhaven,Nigeria,True,M,861-860-4299,amanda29@martinez-browning.com,,freelancer,Health and safety adviser,Python,Tableau,6,
Amy Carroll,,2022/10/17,"{""monthly"": 7221}",C,0,003,Karenville,United Kingdom,False,F,(087)392-6685x1433,,,unemployed,Magazine features editor,Excel,PowerBI,2,
Alexander Macdonald,,invalid,"{""monthly"": 117561}",c,no,002,Ericksonbury,Mayotte,,M,(333)506-8317x527,fhester@cox.net,,employed,Animal technologist,Python,Tableau,8,
William Wilson,50,invalid,"{""monthly"": 19304}",a,0,abc,Stewartmouth,Timor-Leste,True,F,001-495-636-4363x601,,single,,Sports administrator,Excel,R,5,
David Scott,,invalid,"{""monthly"": 50290}",,Yes,001,Lake Nicole,Aruba,True,M,001-299-909-5088x93385,,married,employed,Community education officer,Excel,,8,Wallace Ltd
Michael Carlson,,,116037,unknown,Yes,,Davidshire,Mali,False,Other,492-962-0824x223,brandonspencer@yahoo.com,,employed,Archivist,,Tableau,2,
Alyssa Hampton DDS,,,"{""monthly"": 22331}",b,1,,Ryanport,Cocos (Keeling) Islands,False,M,4648176782,jacksonconnie@hotmail.com,single,,"Therapist, art",Excel,,9,
William Roach,,2024/02/21,"{""monthly"": 40969}",A,no,abc,Christopherville,Belgium,,,380-374-1537,,,unemployed,Theatre stage manager,Python,Tableau,4,
Susan Foster,25,"May 21, 2023",76298,,Yes,003,Lake Cindyview,Djibouti,True,,(838)174-4545x467,,,employed,Operational investment banker,,,2,Gonzalez PLC
Kimberly Wood,,04-01-2023,35234,a,,001,Greenmouth,Puerto Rico,True,M,4684916784,brownkyle@cooper-saunders.com,single,,Television camera operator,Python,,2,
Linda Morris,,invalid,"{""monthly"": 70080}",unknown,N,003,South James,Italy,True,,3853869362,,single,,Prison officer,Excel,Tableau,3,
Amy Griffin,,18-07-2023,79005,b,N,001,Laramouth,Guam,,M,554-129-2738,,married,freelancer,Data scientist,,R,9,
Casey Harris,,,56228,,No,002,New Carolyn,Palestinian Territory,True,,261-296-1354,bhowell@jimenez.net,married,,Tour manager,Python,PowerBI,5,
Michael Klein,,"Aug 03, 2022","{""monthly"": 143887}",a,1,abc,Gonzalezville,Peru,True,F,+1-882-483-8586x44935,,,employed,Licensed conveyancer,Excel,Tableau,8,Perez and Sons
Desiree Daugherty,,invalid,27256,B,,002,Curtishaven,Tokelau,,M,001-569-371-4072,,single,,Manufacturing engineer,SQL,Tableau,4,Simmons-Freeman
Theresa Davis,,"Aug 25, 2024","{""monthly"": 76291}",a,Yes,002,East Michelleberg,Malaysia,False,,272-630-6145x716,ycochran@browning-holmes.com,married,employed,Jewellery designer,SQL,,7,Johnson Inc
Amanda Reeves,44,,"{""monthly"": 59430}",,Y,abc,Donaldbury,Mali,,M,288.008.0600,perezkara@smith-weber.net,married,freelancer,Forest/woodland manager,,PowerBI,3,"Proctor, Watkins and Olson"
Nicole Miller,27,2023/11/09,108873,,yes,,Reyesmouth,Japan,,Other,754.698.5447x37199,michael04@hotmail.com,single,,Multimedia programmer,,,8,
Monica Smith,,08-03-2023,41645,B,yes,001,Jordanmouth,Congo,False,F,042-997-9144x61032,cpeck@smith.biz,,freelancer,Charity fundraiser,Excel,,9,Perkins-Hunt
Steve Brown,22,21-05-2023,"{""monthly"": 121242}",C,Yes,003,New Teresamouth,Liberia,True,M,001-524-299-1443x6830,,single,unemployed,"Research officer, trade union",,,6,"Torres, Marshall and Moore"
Victoria Odonnell,,invalid,"{""monthly"": 61286}",C,Y,003,Smithstad,Costa Rica,,F,(031)580-7934,rileychristopher@hotmail.com,married,freelancer,Editorial assistant,,,8,Carr LLC
Jason Hall,21,"Apr 15, 2025","{""monthly"": 114899}",a,,002,North Dillonmouth,Cayman Islands,True,,(499)057-1712x555,,,,Energy manager,,,5,
Kevin Medina,,invalid,"{""monthly"": 11832}",c,,002,Smithfort,Armenia,True,Other,(536)508-0098x0530,hsnow@gmail.com,,,Analytical chemist,Python,,3,
Angela Henry,24,2022/09/05,"{""monthly"": 19656}",a,,abc,East Christopher,Poland,,F,3119376543,mark05@mccoy.net,married,,Leisure centre manager,Python,R,9,
Kelsey Warren,,"Jun 02, 2022",42251,a,0,,East Debrafurt,Bulgaria,,F,001-124-134-0332,,single,employed,Music therapist,Excel,Tableau,9,
Zachary Allen,,invalid,"{""monthly"": 57812}",C,N,,Amandahaven,British Virgin Islands,False,Other,001-322-790-9637x186,deborahbrown@jordan.info,single,unemployed,Estate manager/land agent,,Tableau,1,
Casey Mercer,41,"Aug 08, 2024",108703,B,N,003,Catherineland,Norfolk Island,,F,8002784960,morandavid@stokes.com,,,Occupational hygienist,Python,Tableau,8,
Dawn Hobbs,,2025/01/19,"{""monthly"": 50967}",unknown,Y,,Michaeltown,Cote d'Ivoire,,F,510.094.6846,roger22@hotmail.com,single,,Wellsite geologist,,,0,
Jorge Cardenas,,,"{""monthly"": 32291}",,no,003,Paulfurt,Morocco,True,F,323.264.7287,,,unemployed,Furniture conservator/restorer,Excel,R,7,
Scott Stone,34,2024/11/24,"{""monthly"": 96876}",b,Yes,,Alexanderland,Azerbaijan,True,M,+1-538-510-6899,,,,"Development worker, international aid",SQL,,7,"Harper, Frank and Ramirez"
Stacy Garcia,,invalid,"{""monthly"": 130695}",a,no,abc,Collierburgh,Sweden,True,M,271-519-9381,,single,freelancer,Stage manager,Python,PowerBI,1,Merritt LLC
Victoria Sloan,,2023/05/13,148404,B,N,,New Heidibury,Aruba,,M,001-617-400-0097,,married,,IT technical support officer,,Tableau,0,
Cindy Hunt,39,2022/09/08,"{""monthly"": 146590}",b,Y,003,South Paul,Korea,False,M,001-931-717-7597x6426,gabrielgould@hotmail.com,,,Physiological scientist,,,2,
Scott Coleman,41,invalid,"{""monthly"": 130915}",a,Yes,001,Lake Zachary,Bhutan,False,F,001-607-196-0842x963,,,employed,Special educational needs teacher,,PowerBI,4,Carter-Roberts
Joshua Jones,,"Aug 16, 2022","{""monthly"": 147639}",unknown,no,003,Lake Timothy,Luxembourg,,Other,+1-162-091-7027x8083,david94@molina.com,,employed,Secretary/administrator,Python,,7,Cox-Villanueva
Dean Ortiz,,,"{""monthly"": 30350}",B,N,,South Kristopherport,Tajikistan,,,(351)361-1882x77209,murrayclayton@brown.com,single,,Patent attorney,,,8,
Stephanie Stevens,,2022/06/14,"{""monthly"": 25697}",unknown,yes,,Johnsonside,Bahamas,False,M,549-838-2061x50228,,married,unemployed,Arboriculturist,SQL,Tableau,2,
Mariah Ray,45,invalid,"{""monthly"": 43765}",b,N,,Lake Bobbyton,Nepal,True,M,(682)966-6413x552,,,,"Education officer, community",Python,R,8,Nunez Inc
Julie Anderson,,,"{""monthly"": 114994}",B,1,002,Barretttown,Armenia,False,,661.215.1425,,single,employed,Futures trader,,PowerBI,4,
Rachel Martinez,,"Jul 09, 2023","{""monthly"": 132293}",,yes,002,East Kevintown,Paraguay,,,001-361-661-8562x8794,zmiller@poole-harris.net,,employed,Medical sales representative,,R,3,
Leslie Cox,,"Jan 27, 2025",10303,c,Y,003,Lake Ryan,Netherlands,,,001-882-025-9328x5002,,single,unemployed,"Programme researcher, broadcasting/film/video",SQL,R,7,Ward-Morris
Theresa Randall,,invalid,"{""monthly"": 28406}",a,0,002,Davidmouth,Saint Pierre and Miquelon,,,(126)838-8021,,,employed,"Scientist, physiological",,Tableau,1,Wood LLC
Alan Wagner,,invalid,"{""monthly"": 142438}",A,no,002,Port Williamtown,Nauru,False,M,(650)135-6262x6271,cstone@hotmail.com,single,,Electronics engineer,Excel,R,3,Page Group
Jose Hutchinson,,,"{""monthly"": 37472}",A,No,003,Wiseville,Bermuda,,,(661)174-1890x1321,,married,,"Therapist, horticultural",,,5,"Figueroa, Contreras and Gonzalez"
Natalie Mason,,06-08-2024,"{""monthly"": 106335}",A,no,,West Vanessa,Saint Helena,False,F,(198)742-7571x408,,married,unemployed,"Scientist, product/process development",Python,,8,
Mary Woods,61,invalid,50403,A,No,003,East Kevinstad,Saudi Arabia,,Other,+1-790-045-6995x82707,,,freelancer,"Nurse, mental health",,R,3,Ramirez-Gilbert
Richard Bradshaw,,,109111,B,yes,,New Alexis,Guatemala,,,+1-014-579-8477x371,,,freelancer,Paediatric nurse,Excel,,1,Perez LLC
Jeremy Garcia,,"Sep 03, 2024",73458,b,No,002,Chapmanburgh,Indonesia,False,M,421-435-3129x79442,,,freelancer,"Scientist, audiological",SQL,PowerBI,10,Herrera PLC
Tyler Colon,,invalid,"{""monthly"": 14258}",a,N,,Sanfordborough,Guadeloupe,False,,812-684-5773,,,freelancer,Speech and language therapist,,R,2,
Suzanne Benson,53,"Jan 27, 2025","{""monthly"": 38539}",b,,002,Burkeview,Djibouti,,M,983-819-6595x39079,qhunt@gmail.com,,unemployed,"Geologist, wellsite",Python,,5,Bruce and Sons
Melissa Lee,,"May 24, 2024","{""monthly"": 35875}",,yes,,South Jesse,Saint Kitts and Nevis,True,,+1-663-033-3161x55578,chenmitchell@gmail.com,single,,Fisheries officer,,R,6,
Matthew Cantu,27,2022/12/30,"{""monthly"": 124949}",C,N,,Markbury,Saint Barthelemy,False,M,958-457-8100,,,unemployed,"Engineer, broadcasting (operations)",Python,PowerBI,0,"Goodman, Hamilton and Moreno"
Megan Johns,35,2024/07/20,"{""monthly"": 46532}",,Yes,002,Wyattland,Panama,,,001-897-834-9952x9867,,,,Environmental health practitioner,,PowerBI,0,
Larry Boone,,"May 16, 2025",89466,,No,001,New Troyport,Montenegro,True,F,(913)785-0216,lindsey13@kaufman.com,,freelancer,Restaurant manager,SQL,PowerBI,6,
Rebecca Wolfe,,2024/09/10,"{""monthly"": 16984}",b,Y,abc,Danielside,Slovenia,,,571.702.0196,,married,freelancer,Petroleum engineer,,R,3,
Ryan Vasquez,43,2025/04/07,"{""monthly"": 39394}",a,yes,,North Heatherberg,Jordan,False,M,934-999-9258,,single,,Animal technologist,Python,,9,
Kenneth Johnson,56,18-02-2023,"{""monthly"": 10175}",A,Yes,abc,South Lucas,Anguilla,,,(014)414-3193,smithlaura@hotmail.com,,,Lawyer,SQL,Tableau,10,
Lisa Smith,,invalid,"{""monthly"": 141395}",b,,,Daviestown,India,False,,6308125868,kingwilliam@carter-brown.com,single,freelancer,Historic buildings inspector/conservation officer,Excel,PowerBI,7,
Linda Matthews,56,"Sep 30, 2023",57867,c,1,003,North Julie,Faroe Islands,False,M,4731770255,,,unemployed,Retail manager,,R,3,
Jacob Escobar,,02-04-2025,134526,C,Yes,,West Davidtown,Cook Islands,True,M,5788214561,,married,,Building control surveyor,Python,R,7,
Paul Park,24,18-10-2022,99428,c,1,,Ericachester,Turkmenistan,True,M,811-217-6383,ugray@fuentes.com,single,unemployed,"Designer, jewellery",SQL,R,5,Hall-Ingram
Vincent Simon,,15-01-2024,"{""monthly"": 94842}",C,Yes,abc,North Cindyview,Montserrat,,,153-670-6914,,,,"Surveyor, mining",,Tableau,1,
April Solomon,,04-03-2024,46784,B,1,,Owensfort,Zambia,,,834-197-1402,,,unemployed,English as a foreign language teacher,,,5,
Daniel Brown,,2022/08/03,"{""monthly"": 132958}",B,1,abc,East Edward,Belize,True,M,+1-574-957-5322x205,,,employed,Oncologist,,,9,
Brian Palmer,,,"{""monthly"": 29967}",unknown,No,abc,Thomasburgh,Macedonia,,,001-062-517-1287x1075,eric45@yahoo.com,single,employed,Structural engineer,SQL,,7,Gray-Williams
Thomas Holt,28,invalid,"{""monthly"": 91742}",b,yes,,East Jessica,Cote d'Ivoire,False,,561.533.2454x116,,,,Forensic scientist,SQL,PowerBI,7,"Mccarty, Gonzalez and Wu"
Dennis Proctor,,17-12-2024,122196,c,Yes,abc,Wilsonfurt,Austria,True,M,1625874472,,,employed,Newspaper journalist,,,0,
Misty Hawkins,,"Aug 16, 2022",59224,,N,003,Gonzalezburgh,Kenya,True,F,5394710184,,,,"Psychologist, forensic",,,7,
Crystal Abbott,,invalid,"{""monthly"": 63129}",A,N,003,Heathfurt,Gibraltar,,,030-154-7629x945,,,employed,Medical illustrator,Excel,Tableau,7,
Nathan White,,invalid,"{""monthly"": 56359}",a,Yes,abc,Chandlerport,Algeria,False,,4659005532,katherinemunoz@hotmail.com,,employed,Analytical chemist,,PowerBI,10,
Carl Neal,55,invalid,"{""monthly"": 137172}",C,0,001,Thompsonchester,Iraq,True,,(823)864-1952,,,,Glass blower/designer,SQL,,2,
Anthony Gregory,26,invalid,"{""monthly"": 89369}",,1,abc,Wyattfurt,Costa Rica,False,Other,902.677.7174x28070,,,freelancer,Amenity horticulturist,,Tableau,2,Cantu-Brooks
Joseph Fry,,,"{""monthly"": 148604}",c,,,Santosfurt,Sierra Leone,False,F,+1-579-008-8262x426,davidchen@hotmail.com,,freelancer,"Nurse, learning disability",SQL,Tableau,8,
Scott Richards,,"Jan 02, 2025",97337,,0,,Riversfurt,Azerbaijan,,,463.186.6895,,,employed,Claims inspector/assessor,,PowerBI,0,Watson Ltd
Ashley Nelson,27,12-03-2025,"{""monthly"": 47188}",b,Y,002,West Rita,Dominican Republic,True,Other,(045)747-6511x94640,smolina@gmail.com,single,freelancer,Farm manager,,PowerBI,9,
Juan Fisher,,2022/08/04,106944,a,,,South Richardland,Gambia,,M,+1-320-725-9686x34565,,,,"Doctor, general practice",Python,,0,
Danielle Curtis MD,,2024/03/08,"{""monthly"": 121146}",a,N,,Lowefort,Mexico,False,F,+1-815-137-1750x5855,,,unemployed,Control and instrumentation engineer,Excel,Tableau,2,
Briana Bennett,50,invalid,"{""monthly"": 78167}",,Y,002,Simmonsstad,Bouvet Island (Bouvetoya),False,,356.060.4497x8657,,single,freelancer,Recycling officer,,Tableau,0,
Melissa Stein,,15-03-2023,83945,,,,Stevensmouth,Malta,,M,+1-775-988-3016x5161,,,,Museum education officer,SQL,Tableau,8,
Theresa Harper,50,invalid,"{""monthly"": 110753}",B,N,002,Hillberg,Macao,False,Other,+1-060-230-3910x6526,,,freelancer,Geographical information systems officer,SQL,,8,Neal and Sons
Jared Brown,,30-01-2024,"{""monthly"": 95703}",,No,,Lake Maryport,Estonia,False,M,+1-223-330-1884x53651,,,,"Therapist, nutritional",Excel,,4,
Alyssa Hernandez,,24-08-2022,103293,,,abc,Port Miguelberg,Lithuania,,M,(263)386-8769x1016,,married,freelancer,Radiation protection practitioner,,PowerBI,1,
Jeffrey Burgess,,06-10-2023,"{""monthly"": 60255}",a,1,001,Janicechester,Brunei Darussalam,False,,(736)661-7119,,,employed,Civil Service administrator,SQL,PowerBI,7,
Wayne Davenport,39,24-12-2023,"{""monthly"": 51659}",b,,001,East Bradley,Tunisia,False,Other,140-279-0742x51884,,,,"Programmer, applications",,,5,
Michael Marks,,27-06-2022,"{""monthly"": 21577}",A,Yes,003,East Bobby,Trinidad and Tobago,True,Other,(778)069-3239,,,,"Producer, radio",Excel,R,7,"Gordon, Jones and Spears"
Sarah Trujillo,,29-07-2024,"{""monthly"": 144845}",a,no,,Lake Brianport,Bermuda,,,062-882-4491x637,,married,freelancer,Regulatory affairs officer,Python,PowerBI,8,
Cindy Diaz,27,10-08-2023,"{""monthly"": 108306}",,,001,New Jasonfort,Trinidad and Tobago,,F,118-615-1765x29847,,,unemployed,Magazine features editor,,,2,
Cindy Cooper,29,,55941,B,no,,North Joshuafort,Palau,True,,001-888-014-8928x749,,single,freelancer,Chiropodist,Excel,R,1,
Kayla Hall,,invalid,98621,C,No,001,Timothychester,Fiji,,,(734)973-2557,rossdavid@hotmail.com,married,freelancer,Television camera operator,,,5,
Timothy Phillips,,,"{""monthly"": 100549}",c,1,002,West Angela,Iceland,True,Other,526.957.2138,lauren39@yahoo.com,married,,"Conservation officer, historic buildings",Python,R,2,
Jeremy Arnold,,invalid,"{""monthly"": 99041}",b,0,,North Douglasberg,Pitcairn Islands,True,F,186-983-7664,,single,freelancer,Retail banker,SQL,,3,Clark-Garcia
Matthew Murray,,12-08-2024,9883,,yes,,Lake Matthew,Korea,,,(475)798-5082x18803,matthew16@richards.biz,single,,Housing manager/officer,Python,,8,"Lang, Murphy and Williams"
Janet Jones,59,"Sep 23, 2022","{""monthly"": 81283}",C,0,,Port Christina,Ghana,True,,001-338-029-7939x7906,,single,unemployed,Lawyer,,Tableau,8,
John Chen,46,2022/11/22,"{""monthly"": 43325}",,N,001,East Joseph,Guatemala,False,,+1-269-075-4313x95971,clopez@hotmail.com,single,freelancer,Geographical information systems officer,Python,Tableau,0,
Sherry Hunt,,"Oct 18, 2023","{""monthly"": 124182}",A,yes,,Gibbston,Pakistan,,M,+1-368-271-1254x7945,,,freelancer,Chemical engineer,,,9,
Brittany Barton,,invalid,"{""monthly"": 25404}",,Y,abc,Flemingchester,Bolivia,False,,004-736-5839,,,freelancer,"Social research officer, government",,,9,
Veronica Gill,50,invalid,"{""monthly"": 25208}",,Y,002,Gordonbury,Taiwan,False,F,(597)279-8990x9177,swansondana@gmail.com,,,"Engineer, manufacturing systems",Excel,Tableau,6,Young-Lee
Benjamin Mcdonald,64,invalid,"{""monthly"": 130572}",a,,002,Normanmouth,Yemen,,M,920.135.6657x8950,cassidysmith@yahoo.com,single,unemployed,Secondary school teacher,,,2,
Kristin Myers,,14-10-2024,43499,A,no,003,Rileyside,Peru,False,,455.512.1257,,single,freelancer,Intelligence analyst,Excel,Tableau,7,
Zachary Ward,,2023/08/25,"{""monthly"": 112680}",C,,002,Williamschester,Algeria,,F,(717)306-9986,,,,Health promotion specialist,,,1,
Patrick Taylor,,2024/01/18,"{""monthly"": 58044}",,,,Lake Staceyfort,Chad,,F,001-100-485-6301,,single,unemployed,"Engineer, automotive",,,9,
Timothy Vincent,,10-06-2024,"{""monthly"": 39164}",,yes,,New Nicolebury,Somalia,,,001-830-472-8760x2910,,,employed,Learning disability nurse,,,3,"White, Valenzuela and Rodriguez"
Laura Fisher,,,30615,unknown,no,003,West Steven,Turks and Caicos Islands,,F,3960937901,martinezronald@mcdonald-johnson.com,,,Paediatric nurse,,,4,
Derek Hall,,26-07-2022,"{""monthly"": 35888}",,yes,abc,Robersonfort,Austria,False,Other,001-951-040-7117x4490,,,employed,Magazine journalist,SQL,,10,
Joseph Stephens,,,"{""monthly"": 100851}",b,1,002,Cainberg,Guinea,,,(182)181-3733x02951,,,unemployed,Barrister's clerk,Python,,8,Torres LLC
Rachel Miller,,,"{""monthly"": 109367}",C,Yes,,Clementston,Cook Islands,False,,876.985.4025,,married,employed,"Engineer, manufacturing systems",SQL,,6,"Mosley, Brooks and Stephenson"
John Smith,,29-10-2023,"{""monthly"": 6386}",B,no,abc,Juanmouth,Uruguay,,M,+1-066-471-7226,cochranmelissa@martinez.biz,,unemployed,Arboriculturist,Python,PowerBI,9,
Donna Booker,,invalid,"{""monthly"": 141578}",b,,001,Davidbury,Mexico,False,,(098)198-5247,,single,unemployed,Equality and diversity officer,,R,3,
Dean French,,,"{""monthly"": 49428}",A,N,002,West Bruce,Tunisia,True,F,400-805-9094,vhanson@yahoo.com,,,Product/process development scientist,Python,,6,
Luis Hart,,29-03-2024,22987,B,,003,Thomasside,Faroe Islands,,Other,8425660681,,married,,Medical sales representative,SQL,,6,
Mrs. Sarah Mcdaniel DDS,,2024/12/30,"{""monthly"": 32909}",,Yes,,Elizabethville,Netherlands,,Other,766-863-5284x965,carrie64@gmail.com,,,Geographical information systems officer,,R,7,Sanchez LLC
Karen Raymond,,2023/12/16,125284,,,001,North Christopherburgh,Micronesia,,M,011-415-7085,,single,,Surgeon,SQL,Tableau,5,Nguyen-Rose
Adrian Hanna,,,"{""monthly"": 74035}",a,Y,001,Alexisland,Hungary,,Other,(189)005-5327,vbarry@murray-romero.com,married,,Chief Executive Officer,Python,R,3,
Nina Ochoa,35,2022/11/08,"{""monthly"": 57341}",a,No,003,South Amy,Finland,False,F,(560)803-4581x78260,armstrongalicia@gmail.com,married,,Land,Python,Tableau,1,
Eric Stone,,invalid,"{""monthly"": 146944}",A,0,003,Alexanderport,Aruba,,,249-540-4415x238,,,,Barista,SQL,,4,Duarte-Barnes
Eric Carter,,2025/03/23,"{""monthly"": 115933}",,,001,West Angela,Peru,,,538-592-4961,,married,,"Administrator, sports",Excel,,7,Campbell LLC
Kevin Burns,62,20-10-2022,"{""monthly"": 104464}",B,N,003,Williamsfurt,Chad,,F,702-194-3102x015,,,unemployed,"Scientist, research (life sciences)",Python,,9,Gutierrez Group
Cameron Prince,41,invalid,"{""monthly"": 114862}",c,N,abc,Laurenland,Burkina Faso,,,+1-955-312-6024x46840,beth70@gmail.com,married,,Dealer,SQL,PowerBI,4,
Valerie Leblanc,,invalid,"{""monthly"": 44203}",,yes,002,Port Michael,Puerto Rico,,,510.705.1257x506,asmith@mcguire-moran.com,,,"Solicitor, Scotland",Python,R,8,
Susan Harrison,,06-10-2023,"{""monthly"": 20738}",a,Y,abc,South Julietown,Slovenia,True,,001-141-162-7345x65805,,,freelancer,Forensic scientist,Python,R,8,
Jessica Rodriguez,,11-01-2025,"{""monthly"": 97036}",a,,,Lake Matthew,Macao,False,Other,(531)550-3786,,,,Quarry manager,,,1,"Howell, Richard and Huynh"
Heather Martin,,invalid,"{""monthly"": 42971}",C,N,abc,South Tammychester,Fiji,,M,4176291195,daniel30@yahoo.com,married,freelancer,"Education officer, community",SQL,R,5,
Stacey Young,,"Nov 27, 2023","{""monthly"": 108666}",b,0,003,Port Lauren,Pakistan,,,714.014.7604x7511,feliciacrawford@gilbert.com,married,employed,Medical illustrator,SQL,Tableau,10,"Johnson, Johnson and Jones"
William Morgan,,05-11-2022,"{""monthly"": 109083}",B,Yes,001,South Michaelafort,Palestinian Territory,,,(561)306-1320x48036,dave30@hotmail.com,single,,"Production assistant, television",,PowerBI,1,Brown PLC
Nicholas Fisher,57,01-05-2023,"{""monthly"": 107195}",b,No,002,New Jeffreyfurt,Poland,,,(327)141-8525x9062,,married,unemployed,Materials engineer,,Tableau,0,
Jennifer Miller,,"May 22, 2023",127471,,Y,,East Christopher,Guatemala,,F,001-110-922-3975x27616,,married,,Theatre stage manager,,,10,
Richard Torres,,invalid,"{""monthly"": 144928}",b,N,abc,New Michelleland,Turks and Caicos Islands,False,M,798-482-3509x2598,,,freelancer,Information systems manager,,R,2,Hess-Mills
David Beasley,18,,40730,c,Y,abc,Nicholasshire,Timor-Leste,True,,726-557-6005,,,employed,Hydrologist,,R,9,
Cole Griffin,,"Apr 19, 2024","{""monthly"": 119584}",unknown,No,002,Alexanderburgh,Philippines,,,6274011006,hcollins@bush.com,,employed,"Conservator, furniture",,Tableau,8,
Ashley Hartman,,"Aug 31, 2022","{""monthly"": 144445}",b,1,002,Kathrynshire,India,True,F,(900)305-3378,rhondacrawford@ford.biz,,employed,Primary school teacher,,,7,Savage LLC
Denise Sanders,,invalid,"{""monthly"": 10084}",C,yes,,Shawburgh,Estonia,True,F,(814)437-2125,garyhuynh@yahoo.com,,freelancer,"Engineer, land",SQL,,0,
